alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1744031269.8335,transparent,4659.1368571284,1742835375.8616,"AS36351 IBM Cloud",SOFTLAYER,Dallas,"North America",NA,"United States",US,,true,SoftLayer,32.7797,-96.8022,false,"SoftLayer Technologies Inc",false,Texas,success,America/Chicago,75270,1743440224,1744031269.8335,3128,http,208.43.38.57:3128,false,1475.2185344696,10303,3900,72.541012462156,208.43.38.57
true,1744031184.9606,elite,4419.1578020597,1742414861.2568,"AS6939 Hurricane Electric LLC",HURRICANE,Fremont,"North America",NA,"United States",US,"East Industrial",true,"Hurricane Electric LLC",37.49,-121.931,false,"Hurricane Electric",true,California,success,America/Los_Angeles,94539,1743624482,1744031269.2729,3128,http,65.49.14.168:3128,false,729.41422462463,6802,10682,38.904140928849,65.49.14.168
true,1744031268.657,elite,613.37730273136,1743742508.771,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743742509,1744031268.657,13001,http,43.135.138.66:13001,false,314.55779075623,2133,1233,63.368983957219,43.135.138.66
true,1744031181.6468,transparent,6192.6869758556,1743039804.4001,"AS63949 Akamai Connected Cloud",AKAMAI-LINODE-AP,Fremont,"North America",NA,"United States",US,,true,"Akamai Technologies, Inc.",37.5625,-122.0004,false,Linode,false,California,success,America/Los_Angeles,94536,1743647167,1744031268.3058,3133,http,192.81.129.252:3133,false,5782.0303440094,3283,8306,28.32858745362,192.81.129.252
true,1744031267.8032,elite,667.89593908341,1743704810.8721,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Tencent Cloud Computing (Beijing) Co",37.353,-121.9544,false,,false,California,success,America/Los_Angeles,95052,1743704811,1744031267.8032,13001,http,170.106.75.98:13001,false,322.66211509705,2342,1437,61.974067213549,170.106.75.98
true,1744031267.3475,elite,640.68110374702,1743703402.2247,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,OPHL,37.353,-121.9544,false,"Tencent cloud computing (Beijing) Co., Ltd.",false,California,success,America/Los_Angeles,95052,1743703786,1744031267.3475,13001,http,49.51.232.92:13001,false,5315.2682781219,2486,1305,65.576365075178,49.51.232.92
true,1744031267.2397,transparent,6106.1123986127,1738394460.2245,"AS202371 ZAL Network S.r.l.",ZALNETWORK,Forlì,Europe,EU,Italy,IT,,false,"ZAL NETWORK",44.2251,12.047,false,"Ipkom Srl",true,Emilia-Romagna,success,Europe/Rome,47122,1743838113,1744031267.2397,8880,http,94.185.122.254:8880,false,5690.1772022247,5163,62158,7.6692265414952,94.185.122.254
true,1744031266.9992,elite,617.19753458411,1743703748.2491,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743703749,1744031266.9992,13001,http,43.153.121.25:13001,false,313.63677978516,2327,1466,61.349854996045,43.153.121.25
true,1744031059.8908,elite,605.0691157425,1743751232.7393,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743751233,1744031266.3976,13001,http,43.153.12.131:13001,false,320.62149047852,1930,1340,59.021406727829,43.153.12.131
true,1744031266.1882,elite,4588.8496313407,1710549539.8013,"AS31898 Oracle Corporation",ORACLE-BMC-31898,Ashburn,"North America",NA,"United States",US,,true,"Oracle Corporation",39.018,-77.539,false,"Oracle Cloud Infrastructure (us-ashburn-1)",true,Virginia,success,America/New_York,20147,1743551942,1744031266.1882,80,http,150.136.153.231:80,false,1288.9294624329,18027,416932,4.1445285647613,150.136.153.231
true,1744031049.4922,elite,689.42067186243,1742762478.8344,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743972121,1744031265.9526,13001,http,43.153.7.172:13001,false,316.64562225342,9289,5759,61.72913343966,43.153.7.172
true,1744031265.8403,elite,740.59255448713,1742744877.0809,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743954556,1744031265.8403,13001,http,43.153.66.252:13001,false,754.23574447632,8979,6283,58.832394181628,43.153.66.252
true,1744031046.4176,elite,627.81844298109,1743701277.2807,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743701278,1744031265.776,13001,http,43.159.136.219:13001,false,737.85638809204,2459,1361,64.371727748691,43.159.136.219
true,1744031265.4435,elite,548.51346686335,1743702068.9887,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743702584,1744031265.4435,13001,http,43.135.139.25:13001,false,741.36996269226,2525,1280,66.360052562418,43.135.139.25
true,1744031264.2964,elite,631.04011461415,1743743580.8004,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,OPHL,37.353,-121.9544,false,"Tencent cloud computing (Beijing) Co., Ltd.",false,California,success,America/Los_Angeles,95052,1743743582,1744031264.2964,13001,http,49.51.207.125:13001,false,475.13127326965,2107,1245,62.85799522673,49.51.207.125
true,1744031264.2776,elite,753.50729379561,1742751445.6794,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743961076,1744031264.2776,13001,http,43.153.98.70:13001,false,756.55555725098,9412,5788,61.921052631579,43.153.98.70
true,1744031233.645,elite,811.87191727028,1742764631.3221,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743974269,1744031263.5857,13001,http,43.153.2.82:13001,false,320.11461257935,9006,6020,59.936110741382,43.153.2.82
true,1744031065.7491,elite,635.96591823979,1743743273.3073,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Tencent Cloud Computing (Beijing) Co",37.353,-121.9544,false,,false,California,success,America/Los_Angeles,95052,1743743720,1744031263.2158,13001,http,170.106.76.17:13001,false,316.46180152893,2204,1148,65.751789976134,170.106.76.17
true,1744031263.1581,transparent,4377.4265731708,1710634327.8177,"AS20115 Charter Communications LLC",CHARTER-20115,"St Louis","North America",NA,"United States",US,,false,Spectrum,38.6664,-90.322,false,"ST CHARLES CONVENTION CENTER",true,Missouri,success,America/Chicago,63130,1743553909,1744031263.1581,8080,http,68.188.93.171:8080,false,1413.5675430298,79656,421872,15.882662583146,68.188.93.171
true,1744031262.2745,elite,600.28996656038,1743741857.2949,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743741858,1744031262.2745,13001,http,43.135.158.86:13001,false,473.35076332092,2252,1117,66.844761056693,43.135.158.86
true,1744031184.5048,elite,628.84962184589,1743704080.9569,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Tencent Cloud Computing (Beijing) Co",37.353,-121.9544,false,,false,California,success,America/Los_Angeles,95052,1743704082,1744031261.7061,13001,http,170.106.104.171:13001,false,310.90259552002,2517,1271,66.446673706441,170.106.104.171
true,1744031071.5675,elite,629.63844002701,1743741661.4875,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743741667,1744031261.4645,13001,http,43.130.16.61:13001,false,4911.0751152039,2286,1084,67.833827893175,43.130.16.61
true,1744031186.6275,elite,567.14952933399,1743701540.8076,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743701541,1744031261.3235,13001,http,43.135.147.140:13001,false,314.91637229919,2634,1183,69.007073618025,43.135.147.140
true,1744031260.7104,elite,765.74031508231,1743703062.2485,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743703162,1744031260.7104,13001,http,43.130.57.214:13001,false,480.34262657166,2141,1659,56.342105263158,43.130.57.214
true,1744031260.7036,elite,5106.5649859409,1743864837.0082,"AS14618 Amazon.com, Inc.",AMAZON-AES,Ashburn,"North America",NA,"United States",US,,true,"Amazon.com, Inc.",39.0438,-77.4874,false,"AWS EC2 (us-east-1)",false,Virginia,success,America/New_York,20149,1743864854,1744031260.7036,6001,http,52.90.250.194:6001,false,2481.8568229675,640,1298,33.023735810114,52.90.250.194
true,1744031260.4957,elite,5620.6506044286,1720010375.0195,,,"Los Angeles","North America",NA,"United States",US,"Playa Vista",false,"Edgecast Inc.",33.9751,-118.426,false,"Edgecast Inc",false,California,success,America/Los_Angeles,90094,1743484800,1744031260.4957,80,socks4,192.229.202.118:80,true,733.45875740051,243,67890,0.35665536524151,192.229.202.118
true,1744031260.2145,elite,621.57101350542,1743744464.3804,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743744465,1744031260.2145,13001,http,43.135.144.61:13001,false,315.30666351318,2158,1185,64.552796889022,43.135.144.61
true,1744031178.5773,elite,568.45622426771,1743751615.1915,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743751705,1744031260.166,13001,http,43.153.48.134:13001,false,743.03388595581,2030,1234,62.19362745098,43.153.48.134
true,1744031260.1443,elite,3946.6814693516,1742413834.2249,"AS6939 Hurricane Electric LLC",HURRICANE,Cheyenne,"North America",NA,"United States",US,,true,"Hurricane Electric LLC",41.1332,-104.819,false,"Dynamic Internet Technology Inc",true,Wyoming,success,America/Denver,82001,1743623498,1744031260.1443,3128,http,65.49.2.199:3128,false,755.81836700439,7193,10304,41.109904555067,65.49.2.199
true,1744031260.0041,elite,10259.376673987,1722662437.4698,"AS22612 Namecheap, Inc.",NAMECHEAP-NET,Phoenix,"North America",NA,"United States",US,,true,"Namecheap, Inc.",33.4484,-112.074,false,"Namecheap, Inc.",true,Arizona,success,America/Phoenix,85001,1743916075,1744031260.0041,62210,socks4,66.29.128.243:62210,true,18179.669380188,264,47409,0.55377257567176,66.29.128.243
true,1744031259.0935,elite,4592.1239723039,1733862241.6417,"AS29843 Five Area Systems, LLC",FIVEA-AS1,Muleshoe,"North America",NA,"United States",US,,false,"Five Area Systems, LLC",34.2265,-102.7238,false,"Five Area Systems, LLC",true,Texas,success,America/Chicago,79347,1743551534,1744031259.0935,8080,http,216.229.112.25:8080,false,1736.9034290314,80257,51783,60.782338685247,216.229.112.25
true,1744031151.4761,elite,658.1866891122,1743744416.7216,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743744417,1744031258.6951,13001,http,43.153.107.246:13001,false,453.63759994507,2085,1259,62.3504784689,43.153.107.246
true,1744031258.6601,elite,5801.8561878662,1743197636.5417,"AS55286 B2 Net Solutions Inc.",SERVER-MANIA,Buffalo,"North America",NA,"United States",US,,true,"B2 Net Solutions Inc.",42.8943,-78.8736,false,"ServerMania Inc",true,"New York",success,America/New_York,14202,1743803565,1744031258.6601,2335,http,38.152.72.215:2335,false,2619.0867424011,667,8679,7.1367429916542,38.152.72.215
true,1744031258.3331,elite,601.56265851321,1743744249.8127,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743744250,1744031258.3331,13001,http,43.135.177.135:13001,false,454.36334609985,2205,1137,65.978456014363,43.135.177.135
true,1744031257.923,elite,5612.3568102987,1743198009.101,"AS55286 B2 Net Solutions Inc.",SERVER-MANIA,Buffalo,"North America",NA,"United States",US,,true,"B2 Net Solutions Inc.",42.8943,-78.8736,false,"ServerMania Inc",true,"New York",success,America/New_York,14202,1743803361,1744031257.923,2335,http,38.152.72.224:2335,false,7458.7345123291,774,8889,8.0099348028563,38.152.72.224
true,1744031257.7511,elite,4424.598935761,1722495166.0229,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Clifton,"North America",NA,"United States",US,,true,"DigitalOcean, LLC",40.8364,-74.1403,false,"DigitalOcean, LLC",true,"New Jersey",success,America/New_York,07014,1743678537,1744031257.7511,8118,http,159.65.166.126:8118,false,2452.3460865021,9213,274432,3.2480741772286,159.65.166.126
true,1744031179.7789,elite,637.60616676792,1743704780.4573,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743704782,1744031257.0125,13001,http,43.153.23.242:13001,false,478.95383834839,2581,1198,68.298491664462,43.153.23.242
true,1744031256.331,elite,5568.8555085767,1743310079.2688,"AS55286 B2 Net Solutions Inc.",SERVER-MANIA,Buffalo,"North America",NA,"United States",US,,true,"B2 Net Solutions Inc.",42.8943,-78.8736,false,"ServerMania Inc",true,"New York",success,America/New_York,14202,1743915022,1744031256.331,2335,http,38.152.72.136:2335,false,251.74999237061,662,7607,8.0058048131576,38.152.72.136
true,1744031255.696,elite,4494.9867317728,1742421551.2592,"AS6939 Hurricane Electric LLC",HURRICANE,Fremont,"North America",NA,"United States",US,,true,"Hurricane Electric LLC",37.5625,-122.0004,false,"Sophidea, Inc",false,California,success,America/Los_Angeles,94536,1743631463,1744031255.696,3128,http,72.52.87.99:3128,false,2150.6793498993,6727,10699,38.603236543097,72.52.87.99
true,1744031171.9789,elite,626.89894874774,1743751980.079,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743751981,1744031255.6311,13001,http,43.135.165.192:13001,false,316.89357757568,2047,1214,62.772155780435,43.135.165.192
true,1744031255.5722,elite,646.04545148509,1743741317.7865,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743741890,1744031255.5722,13001,http,43.135.147.75:13001,false,755.89895248413,2155,1217,63.908659549229,43.135.147.75
true,1744031254.3893,transparent,7127.31747556,1738915968.5557,"AS21559 OSNET Wireless",OSNET,Jacksonville,"North America",NA,"United States",US,Downtown,false,"OSNET Wireless",30.3314,-81.6623,true,"OSNet Wireless",true,Florida,success,America/New_York,32202,1743754949,1744031254.3893,8888,http,154.64.219.61:8888,false,12891.899824142,4015,60145,6.2577930174564,154.64.219.61
true,1744031252.5747,elite,626.88840181874,1743741201.5949,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743741450,1744031252.5747,13001,http,43.159.145.108:13001,false,318.69220733643,1805,1572,53.449807521469,43.159.145.108
true,1744031252.5765,elite,3986.4125424848,1742421572.2007,"AS6939 Hurricane Electric LLC",HURRICANE,Fremont,"North America",NA,"United States",US,,true,"Hurricane Electric LLC",37.5625,-122.0004,false,"Dynamic Internet Technology Inc",true,California,success,America/Los_Angeles,94536,1743631330,1744031252.2394,3128,http,74.82.60.199:3128,false,3198.3823776245,7110,10294,40.852677545392,74.82.60.199
true,1744031251.3712,transparent,7146.1353213614,1736882882.3484,"AS47583 Hostinger International Limited",AS-HOSTINGER,Boston,"North America",NA,"United States",US,,true,"HOSTINGER US",42.3574,-71.0618,false,"Hostinger International Limited",true,Massachusetts,success,America/New_York,02293,1743551825,1744031251.3712,3128,http,217.15.175.162:3128,false,12201.118707657,2077,57336,3.495867907697,217.15.175.162
true,1744031247.9873,transparent,7558.1592784149,1743316162.8715,"AS203758 EUGAMEHOST LTD",aaronsmith-as,"Frankfurt am Main",Europe,EU,Germany,DE,,false,"Ipxo LLC",50.1169,8.6837,false,"Internet Utilities NA LLC",false,Hesse,success,Europe/Berlin,60313,1743922909,1744031247.9873,3128,http,23.26.247.126:3128,false,11212.733030319,474,6407,6.8885336433658,23.26.247.126
true,1744031185.4414,elite,3956.7905730068,1742416412.4676,"AS6939 Hurricane Electric LLC",HURRICANE,Santaquin,"North America",NA,"United States",US,,true,"Hurricane Electric LLC",39.9755,-111.7852,false,"Hurricane Electric",true,Utah,success,America/Denver,84655,1743626242,1744031246.5986,3128,http,65.49.68.199:3128,false,3392.9641246796,7141,10339,40.852402745995,65.49.68.199
true,1744031246.2544,elite,630.6875250365,1743758052.9261,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743758054,1744031246.2544,13001,http,43.130.14.101:13001,false,470.58486938477,2153,1042,67.386541471049,43.130.14.101
true,1744031161.7892,elite,601.36877436292,1743742780.0543,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Los Angeles","North America",NA,"United States",US,,true,OPHL,34.0522,-118.2436,false,"Tencent cloud computing (Beijing) Co., Ltd.",false,California,success,America/Los_Angeles,,1743742780,1744031246.1805,13001,http,49.51.188.4:13001,false,1038.5744571686,2126,1235,63.254983635823,49.51.188.4
true,1744031245.367,elite,4452.6469098592,1742423476.1037,"AS6939 Hurricane Electric LLC",HURRICANE,Fremont,"North America",NA,"United States",US,,true,"Hurricane Electric LLC",37.5625,-122.0004,false,"Dynamic Internet Technology Inc",true,California,success,America/Los_Angeles,94536,1743633213,1744031245.367,3128,http,74.82.60.99:3128,false,4495.0246810913,6634,10754,38.152749022314,74.82.60.99
true,1744031244.3738,elite,5825.6735036958,1743416708.9465,"AS55286 B2 Net Solutions Inc.",SERVER-MANIA,Buffalo,"North America",NA,"United States",US,,true,"B2 Net Solutions Inc.",42.8943,-78.8736,false,"ServerMania Inc",true,"New York",success,America/New_York,14202,1744021690,1744031244.3738,2335,http,38.152.72.239:2335,false,8667.3505306244,477,6341,6.9961865649751,38.152.72.239
true,1744031243.6726,elite,4001.3392110352,1742422394.1538,"AS6939 Hurricane Electric LLC",HURRICANE,Fremont,"North America",NA,"United States",US,,true,"Hurricane Electric LLC",37.5625,-122.0004,false,"Sophidea, Inc",false,California,success,America/Los_Angeles,94536,1743632109,1744031243.6726,3128,http,72.52.87.199:3128,false,1859.1508865356,7097,10305,40.782668658775,72.52.87.199
true,1744031242.4248,elite,5415.1033764247,1743322957.8048,"AS55286 B2 Net Solutions Inc.",SERVER-MANIA,Buffalo,"North America",NA,"United States",US,,true,"B2 Net Solutions Inc.",42.8943,-78.8736,false,"ServerMania Inc",true,"New York",success,America/New_York,14202,1743928187,1744031242.4248,2335,http,38.152.72.200:2335,false,1605.3061485291,581,7347,7.3284561049445,38.152.72.200
true,1744031241.7656,elite,5745.0093467219,1743200436.6665,"AS55286 B2 Net Solutions Inc.",SERVER-MANIA,Buffalo,"North America",NA,"United States",US,,true,"B2 Net Solutions Inc.",42.8943,-78.8736,false,"ServerMania Inc",true,"New York",success,America/New_York,14202,1743806613,1744031241.7656,2335,http,38.152.72.245:2335,false,5908.2658290863,735,8729,7.7662721893491,38.152.72.245
true,1744031239.4798,elite,4487.1779423375,1742415929.9153,"AS6939 Hurricane Electric LLC",HURRICANE,Santaquin,"North America",NA,"United States",US,,true,"Hurricane Electric LLC",39.9755,-111.7852,false,"Hurricane Electric",true,Utah,success,America/Denver,84655,1743625661,1744031239.4798,3128,http,65.49.68.99:3128,false,10567.483186722,6795,10682,38.879670423986,65.49.68.99
true,1744031239.3244,elite,6140.7366082724,1743838364.4331,"AS24940 Hetzner Online GmbH",HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,true,"Hetzner Online GmbH",50.4777,12.3649,false,Hetzner,false,Saxony,success,Europe/Berlin,08223,1743838980,1744031239.3244,8888,http,49.13.220.108:8888,false,7336.3063335419,987,1246,44.200626959248,49.13.220.108
true,1744031239.1842,elite,3253.2400740123,1720496743.3392,"AS24940 Hetzner Online GmbH",HETZNER-AS,Nuremberg,Europe,EU,Germany,DE,,true,"Hetzner Online GmbH",49.4527,11.0783,false,Hetzner,true,Bavaria,success,Europe/Berlin,90403,1743696408,1744031239.1842,80,http,85.10.199.48:80,false,3831.5336704254,12147,26372,31.535086580649,85.10.199.48
true,1744030688.7758,elite,613.83148456914,1743742576.7977,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743742870,1744031238.8443,13001,http,43.153.101.244:13001,false,737.40530014038,2229,1133,66.299821534801,43.153.101.244
true,1744031237.6466,elite,670.48205344016,1743743112.6436,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Tencent Cloud Computing (Beijing) Co",37.353,-121.9544,false,,false,California,success,America/Los_Angeles,95052,1743743113,1744031237.6466,13001,http,170.106.183.233:13001,false,488.02757263184,2139,1219,63.698630136986,170.106.183.233
true,1744031237.4053,elite,3526.1306123632,1710728566.0874,"AS36236 NetActuate, Inc",NETACTUATE,"West Hollywood","North America",NA,"United States",US,Central-Alameda,true,"NetActuate, Inc",34.0881,-118.379,false,"Host Virtual, Inc",true,California,success,America/Los_Angeles,90069,1743561419,1744031237.1319,80,http,192.73.244.36:80,false,2045.5431938171,332447,176637,65.302975540382,192.73.244.36
true,1744031236.8773,elite,666.10224247632,1743004762.1081,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743610045,1744031236.8773,13001,http,43.153.14.2:13001,false,746.81210517883,7297,4750,60.571096538557,43.153.14.2
true,1744031175.5681,elite,591.47934660028,1743000121.757,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",true,California,success,America/Los_Angeles,,1743604954,1744031236.6688,13001,http,43.153.27.33:13001,false,315.2129650116,6844,5265,56.519943843422,43.153.27.33
true,1744031236.2827,elite,7274.5789694555,1737879175.2464,"AS200373 3xK Tech GmbH",Drei-K-Tech-GmbH,Ashburn,"North America",NA,"United States",US,,false,"3xK Tech GmbH",39.0438,-77.4874,false,"3xK Tech GmbH",true,Virginia,success,America/New_York,20149,1743957613,1744031236.2827,3128,socks4,156.228.95.108:3128,true,5892.8074836731,103,21048,0.4869746111295,156.228.95.108
true,1744029803.2546,elite,2197.2263212914,1743865671.3481,"AS24940 Hetzner Online GmbH",HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,true,"Hetzner Online GmbH",50.4777,12.3649,false,Hetzner,false,Saxony,success,Europe/Berlin,08223,1743865671,1744031235.6634,8880,http,159.69.57.20:8880,false,255.01036643982,1733,194,89.932537623249,159.69.57.20
true,1744031232.9372,elite,743.75341153472,1743002901.6372,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743607798,1744031232.9372,13001,http,43.135.166.82:13001,false,317.46244430542,7067,5010,58.516187794982,43.135.166.82
true,1744031193.6247,elite,661.11377414904,1743703803.519,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743703807,1744031232.2126,13001,http,43.135.150.45:13001,false,317.67249107361,2375,1412,62.714549775548,43.135.150.45
true,1744031231.6527,elite,645.77316876909,1743703388.1375,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.3541,-121.9552,false,"Tencent Cloud Computing",false,California,success,America/Los_Angeles,,1743703388,1744031231.6527,13001,http,43.135.173.91:13001,false,748.89254570007,2444,1352,64.383561643836,43.135.173.91
